Customer_ID,Age,Gender,Region,Annual_Income,Years_as_Customer,Email_Opt_In,Promotion_Response,Num_Campaigns_Received,Num_Campaigns_Clicked,Website_Visits_Per_Month,App_Usage_Hours_Month,Social_Media_Engagement_Score,Total_Spend,Num_Purchases_Last_Year,Avg_Order_Value,Discount_Usage_Rate,Customer_Satisfaction_Score,Support_Tickets_Raised,Loyalty_Program_Member,Preferred_Channel,Last_Purchase_Days_Ago,Target_Churn
CUST10476,45,Male,North,102520.95,9.5,No,Ignored,5,1,8,0.4,21.1,614.59,7,87.8,0.189,5.8,2,No,Online,4,Yes
CUST10678,49,Male,East,48169.6,2.1,No,Ignored,3,1,7,0.6,54.5,141.02,8,17.63,0.448,9.8,1,No,Online,77,No
CUST10969,21,Female,North,70924.53,3.4,Yes,Responded,5,2,7,12,7,490.71,12,40.89,0.504,7.2,1,No,Online,99,No
CUST11046,46,Male,North,53076.39,0.3,Yes,Responded,5,0,9,2.8,58,925.32,15,61.69,0.336,6.9,0,No,Online,52,No
CUST10673,34,Female,East,75585.03,1.8,No,Responded,4,1,8,2.1,63.7,1393.98,9,154.89,0.314,,1,No,Mobile App,21,No
CUST10851,31,Female,West,27099.22,0.2,Yes,Ignored,6,4,7,1.6,74.7,1214.66,12,101.22,0.356,7.8,1,No,Online,50,Yes
CUST10764,52,Female,Central,81273.38,0.8,Yes,Responded,5,1,12,6.9,10.4,1254.69,8,156.84,0.511,7,2,No,In-Store,46,No
CUST10998,31,Male,West,44089.42,3.6,Yes,Ignored,8,1,12,20.2,66.3,1220.88,5,244.18,0.329,7.7,1,Yes,Online,108,No
CUST11027,39,Female,Central,27154.17,4,Yes,Ignored,7,3,7,10.3,49.1,423.98,6,70.66,0.341,7.3,1,No,Online,3,Yes
CUST10776,29,Female,North,35079.44,1.5,Yes,Responded,8,3,7,1,51.8,1089.95,6,181.66,0.2,3.7,4,Yes,Online,62,No
CUST10018,27,Female,East,9390.47,1.6,Yes,Ignored,7,1,5,11.5,91.7,976.94,10,97.69,0.58,4.3,0,Yes,In-Store,17,Yes
CUST10333,30,Female,Central,23365.76,0.7,Yes,Responded,6,2,7,0.5,57.2,274.14,6,45.69,0.398,7.1,1,No,Online,25,No
CUST10294,42,Male,North,,10.8,Yes,Ignored,8,3,3,0.9,13.3,1685.87,14,120.42,0.296,7,2,No,In-Store,42,Yes
CUST10598,33,Male,South,89533.37,0.7,Yes,Responded,3,2,8,2.6,66.8,320.6,11,29.15,0.101,5.5,1,No,Online,124,No
CUST10512,35,Male,North,50451.76,0.9,Yes,Responded,10,1,11,2.1,72.7,951.61,9,105.73,0.295,4.9,1,No,In-Store,44,Yes
CUST10978,19,Male,North,179622.52,2.5,No,Responded,3,0,7,2.4,95.8,306.4,9,34.04,0.02,8.4,4,No,Mobile App,65,No
CUST10447,27,Female,East,49463.32,8.4,Yes,Responded,9,1,9,0.5,64.2,1027.38,14,73.38,,6.6,1,Yes,In-Store,2,No
CUST11069,42,Male,West,71149.59,0.8,No,Ignored,5,1,2,3.1,32.6,1079.98,7,154.28,0.358,9.5,2,Yes,Online,38,No
CUST10207,44,FEMALE,West,122635.15,2,Yes,Ignored,4,2,8,7.2,7.9,601.6,9,66.84,0.091,9.1,3,Yes,Online,33,No
CUST10495,44,Male,West,44272.19,4.2,Yes,Ignored,14,5,10,3.6,61.8,411.2,10,41.12,0.056,6.9,2,No,Online,8,No
CUST10234,64,Male,West,99798.42,,Yes,Ignored,12,7,6,25.2,24.5,552.65,13,42.51,0.176,4.6,1,Yes,In-Store,6,No
CUST10605,61,Female,East,41282.59,0.1,Yes,Responded,6,1,9,0,60.5,2517.17,10,251.72,0.063,8.7,1,No,Online,31,No
CUST10861,20,Male,Central,40958.68,1.1,Yes,Unsubscribed,10,4,14,0.2,44.5,814.4,13,62.65,0.289,6.8,3,No,Online,111,Yes
CUST10718,34,Female,South,12996.91,0.3,No,Responded,6,1,9,4.6,75.1,980.05,7,140.01,0.807,4.8,3,No,In-Store,23,No
CUST10099,35,Female,South,111667.51,0.9,Yes,Responded,12,8,5,5.9,39.5,934.8,7,133.54,0.213,6.1,1,No,In-Store,123,Yes
CUST10254,20,Male,South,37410.87,0.8,Yes,Ignored,8,4,10,0.9,62.7,1907.79,12,158.98,0.135,8.9,0,Yes,Online,14,No
CUST10729,29,Female,East,76045.08,7.9,Yes,Ignored,7,2,4,2.3,58.5,814.4,7,116.34,0.416,5.1,4,No,In-Store,26,No
CUST10113,68,Female,South,89766.69,2.3,Yes,Ignored,9,1,3,0.9,21.4,2114.88,15,140.99,0.36,6.4,0,Yes,Online,15,No
CUST10648,35,Male,West,85202.96,0.1,No,Responded,5,2,12,6.6,0.4,1189.62,14,84.97,0.489,,0,No,Online,23,No
CUST10686,35,Female,West,76682.92,0.6,Yes,Responded,5,0,5,16,1.2,531.67,3,177.22,0.225,7.4,0,No,In-Store,76,No
CUST10233,30,Female,South,102664.39,0.8,No,Ignored,9,4,4,0.4,26.3,901.66,10,90.17,0.182,8.2,2,No,In-Store,4,Yes
CUST10102,34,Male,West,35035.25,0.4,No,Responded,7,2,10,0.7,25.3,642.38,2,321.19,0.437,4.6,1,Yes,Online,46,Yes
CUST11074,50,Male,West,69960.01,4.7,No,Unsubscribed,6,1,5,6.5,39.6,572.81,9,63.65,0.145,8.2,0,No,Mobile App,85,Yes
CUST10491,56,Male,East,56468.35,3,Yes,Ignored,7,1,8,0.5,24.4,758.88,4,189.72,0.732,6,2,Yes,Online,25,No
CUST10463,41,Male,West,42256.21,2.2,Yes,Unsubscribed,5,1,8,10.8,12.2,431.22,11,39.2,0.322,10,1,No,Online,11,No
CUST10745,29,Female,Central,118922.81,6.1,Yes,Ignored,9,4,11,0.3,3.4,1142.94,10,114.29,0.064,4.3,3,No,Mobile App,3,No
CUST10353,36,Male,West,58724.45,5.9,Yes,Ignored,8,3,8,2.2,5.9,806.51,13,62.04,,8.2,2,No,Online,92,Yes
CUST10376,48,Female,West,45974.92,9.4,Yes,Ignored,8,4,8,4.3,58,860.48,8,107.56,,4.2,2,Yes,Mobile App,12,No
CUST10287,45,Female,South,77591.54,1.6,Yes,Ignored,8,2,10,0.1,11.9,1801.02,11,163.73,0.344,3,0,No,Online,60,Yes
CUST10415,29,Male,East,64698.12,2.3,Yes,Ignored,10,6,10,1.2,6.1,1187.67,9,131.96,,4,1,No,In-Store,27,No
CUST10502,21,Male,East,53747.31,,Yes,Ignored,5,1,5,1.1,80.5,1146.6,9,127.4,0.563,7.8,0,No,Mobile App,14,No
CUST10350,42,Male,North,64972,1.5,Yes,Ignored,9,2,8,1.1,,1117.74,11,101.61,0.064,7.6,3,Yes,Online,1,No
CUST11174,29,Female,West,63886.38,0.2,No,Ignored,8,2,5,1.3,95.7,823.71,10,82.37,0.089,6.1,1,No,Mobile App,24,No
CUST10525,18,FEMALE,East,34025.48,0.7,No,Ignored,3,1,6,0,77.5,883.47,8,110.43,0.448,8.4,0,No,In-Store,128,No
CUST10171,28,Male,South,100104.93,12,No,Ignored,4,1,0,3.5,32.8,580.52,7,82.93,0.551,4.8,2,No,Mobile App,4,No
CUST10428,51,Male,West,51901.53,6.3,Yes,Ignored,10,2,4,1.7,23.3,1814.57,10,181.46,0.376,8.2,1,No,Online,10,No
CUST11120,51,Female,West,27293.6,0.1,No,Responded,10,1,5,,84.2,680.08,8,85.01,0.201,,1,No,In-Store,92,No
CUST10057,34,Female,Central,34096.63,0.3,Yes,Unsubscribed,6,2,3,3.7,81.2,465.98,11,42.36,0.352,,0,Yes,In-Store,58,Yes
CUST10050,42,Male,Central,111291.38,0.9,Yes,Unsubscribed,4,2,8,4.9,1.3,593.69,6,98.95,0.166,7.9,5,No,In-Store,91,Yes
CUST10152,30,Other,North,54061.34,2.3,Yes,Responded,7,2,7,5.4,12.9,393.3,7,56.19,0.69,,1,Yes,Online,52,Yes
CUST10257,30,FEMALE,West,29904.57,0.1,Yes,Unsubscribed,3,0,5,3.8,10.5,992.18,12,82.68,0.349,5.9,1,Yes,In-Store,18,Yes
CUST10131,39,FEMALE,North,68736.53,2.6,Yes,Ignored,6,2,12,2.8,25.7,1182.65,6,197.11,0.173,3.8,1,No,Online,13,No
CUST11064,34,Male,South,138198.46,0,Yes,Ignored,3,1,4,1.4,66.4,404.62,22,18.39,0.17,4.5,3,Yes,In-Store,5,Yes
CUST10016,26,Female,North,53179.93,4.1,Yes,Ignored,7,4,10,,37.8,762.4,8,95.3,0.096,9.6,0,No,Online,22,No
CUST10968,38,Male,South,69368.27,1.4,Yes,Unsubscribed,11,2,16,9.9,16.4,1217.32,7,173.9,,7.1,3,No,In-Store,56,Yes
CUST10332,39,Female,West,53288.41,0.1,Yes,Ignored,8,4,5,2.7,9.7,639.7,8,79.96,0.554,7.8,2,No,Online,93,No
CUST10865,33,Male,West,69395.17,2.4,Yes,Responded,7,2,5,3.8,26.1,300.72,10,30.07,,6.6,2,No,In-Store,62,No
CUST10719,37,Female,West,,13,No,Responded,5,2,6,2.2,97.6,1521.32,7,217.33,0.056,8.2,0,No,Online,123,Yes
CUST10667,56,Male,East,60101.17,0.9,Yes,Ignored,5,1,5,16,25.1,965.71,8,120.71,0.179,8,0,No,Mobile App,97,No
CUST11141,55,Male,South,55718.76,0.1,Yes,Ignored,7,2,5,5.1,97.9,510.63,11,46.42,0.14,9.3,4,Yes,In-Store,24,No
CUST10950,35,Other,Central,55635.31,12.4,Yes,Responded,10,2,15,5.5,95.9,593.96,6,98.99,0.305,7.2,0,No,In-Store,77,No
CUST10767,59,Male,Central,34641.32,7.9,No,Responded,7,4,6,1.3,9.4,1246.78,11,113.34,0.142,7.1,3,No,In-Store,22,Yes
CUST10158,24,Female,Central,53476.52,0.8,No,Ignored,4,1,8,4.2,50.6,728.1,10,72.81,,6.8,0,No,In-Store,27,Yes
CUST10048,42,Male,North,82734.05,0.3,No,Ignored,9,4,8,4.2,46.2,432.38,6,72.06,0.446,9.9,1,Yes,Online,54,Yes
CUST11170,47,Female,West,58824.36,1.7,No,Ignored,6,2,9,3.3,21.4,1180.76,12,98.4,0.341,7.2,0,No,In-Store,136,Yes
CUST10874,38,Female,North,34805.59,3.1,Yes,Responded,11,2,9,0,81.6,1034.48,7,147.78,0.349,7.6,0,Yes,In-Store,8,No
CUST10020,56,Female,East,29657.31,2.7,Yes,Responded,4,0,9,2.5,57.9,831.27,4,207.82,0.083,8.6,1,Yes,In-Store,85,No
CUST11128,37,Male,North,66807.34,9.7,Yes,Ignored,7,2,4,17.8,,1295.71,13,99.67,0.328,6.2,2,No,Online,66,No
CUST10769,60,Male,South,50632.01,0.9,Yes,Responded,4,2,6,0.6,27.2,594.78,5,118.96,,6.5,2,No,Mobile App,43,No
CUST11097,18,Male,West,59597.99,3.4,No,Responded,6,3,9,0.8,71.1,537.04,13,41.31,0.107,7.7,0,No,In-Store,51,Yes
CUST10515,47,Male,North,83816,5.2,No,Responded,3,0,3,,86.2,912.95,5,182.59,0.439,6.7,2,No,Mobile App,33,Yes
CUST11055,30,Male,Central,52410.67,4.8,No,Ignored,4,2,5,0.1,66.7,553.89,9,61.54,0.181,6.8,2,Yes,Mobile App,5,No
CUST11089,36,Female,North,108865.16,7.5,No,Responded,6,4,7,0.7,79.1,1876.72,8,234.59,0.498,6.1,2,No,Online,4,No
CUST10917,40,Male,South,75287.25,3.9,Yes,Ignored,4,0,9,0.8,58.4,928.15,7,132.59,0.239,8.7,0,Yes,Mobile App,4,No
CUST11166,55,Male,Central,59964.38,0.6,Yes,Ignored,10,1,6,0.2,9,800.37,4,200.09,,,1,No,Mobile App,89,Yes
CUST10338,43,Male,South,37157.46,2.7,Yes,Responded,9,2,8,4.2,46.7,869.92,7,124.27,,6.5,3,Yes,Online,8,No
CUST11034,32,Female,North,48708.4,3.6,No,Unsubscribed,6,2,6,1.8,66,1230.6,11,111.87,,3.9,1,Yes,Online,23,Yes
CUST10754,27,Female,Central,44875.65,1.7,Yes,Ignored,3,1,6,8.5,94.9,614.07,10,61.41,0.252,9.8,2,No,Online,29,No
CUST10389,31,Female,West,46650.9,1,No,Unsubscribed,3,2,4,3.8,88.2,1221.43,4,305.36,0.253,8.7,0,Yes,Online,16,No
CUST10437,21,Male,East,109156.16,0.2,Yes,Ignored,5,1,10,2.2,6.6,770.62,10,77.06,0.215,8.4,0,No,Online,2,No
CUST11045,49,Female,West,143715.48,2.1,Yes,Ignored,9,1,1,,2.6,750.53,6,125.09,0.165,,1,No,In-Store,4,No
CUST10365,33,Male,North,21492.46,3.1,Yes,Responded,10,6,7,6.4,,405.31,13,31.18,0.127,7.2,1,Yes,Online,40,No
CUST10600,47,Female,South,8619.24,2.3,Yes,Ignored,8,3,12,3.7,16.3,723.67,16,45.23,0.145,8.5,2,No,Online,4,No
CUST11006,49,Male,South,111148.38,2.6,No,Unsubscribed,7,3,5,1.3,99,2332.14,5,466.43,0.701,10,1,No,Online,3,No
CUST10023,21,Male,South,68669.28,0.9,Yes,Responded,2,1,7,1.9,,153.02,7,21.86,0.413,6.9,2,No,In-Store,79,Yes
CUST10787,44,Male,North,70012.21,20,Yes,Ignored,4,2,9,7.7,44.7,590.74,11,53.7,0.339,4.5,0,No,Mobile App,72,No
CUST10188,28,Male,West,112463.25,3.5,Yes,Responded,4,0,6,7.4,98,980.48,18,54.47,0.319,3.9,0,No,Mobile App,39,Yes
CUST10997,46,Female,North,46870.4,1.1,No,Ignored,5,0,6,3.2,86.2,800.7,11,72.79,,8,0,No,In-Store,66,No
CUST11037,20,Female,North,17464.02,0.1,No,Responded,7,2,6,1,52.8,779.66,7,111.38,0.522,4.3,0,No,Online,13,No
CUST10007,47,Male,South,55031.69,6.9,Yes,Ignored,3,1,14,4.7,33.8,1735.56,9,192.84,0.571,6.2,4,No,Online,2,No
CUST10870,36,Male,West,42347.13,1.8,Yes,Unsubscribed,4,1,4,2.7,89.9,2898.77,9,322.09,0.095,6.7,3,Yes,In-Store,2,Yes
CUST10681,24,Male,East,54780.97,9.9,Yes,Unsubscribed,5,1,10,5,21.4,779.71,12,64.98,0.652,5.2,1,Yes,Mobile App,25,Yes
CUST10979,47,Other,North,99175.55,0.8,No,Responded,5,1,10,4.2,90.9,879.97,3,293.32,0.27,8.8,1,No,Online,88,Yes
CUST10215,47,Female,Central,36207.69,2.2,Yes,Responded,3,0,4,7.2,48.9,2317.63,5,463.53,0.284,7.2,1,No,Online,128,No
CUST10109,37,Male,North,54614.22,2.1,No,Ignored,3,1,9,8.2,40.2,1343.88,14,95.99,,6.5,2,Yes,Mobile App,50,No
CUST10219,39,Female,East,67737.72,1.6,No,Ignored,10,4,11,0.1,78.2,822.12,12,68.51,0.06,7.3,1,No,Mobile App,49,No
CUST10342,41,Male,South,27819.55,1,Yes,Responded,4,1,5,1,15.9,1312.85,5,262.57,0.062,7.1,1,No,In-Store,8,No
CUST10802,39,Female,West,65865.01,6,No,Responded,4,0,8,10.6,76.9,842.87,5,168.57,0.113,7.7,2,No,In-Store,39,No
CUST10203,51,Male,West,75065.88,0.3,Yes,Ignored,5,1,9,2.3,74.9,631.25,11,57.39,0.464,4.3,2,No,In-Store,15,No
CUST10560,41,Male,South,64360.54,10.3,Yes,Responded,7,2,8,0.7,24,742.99,9,82.55,0.361,,1,No,Online,5,No
CUST10386,42,Female,North,79757.54,2.4,Yes,Unsubscribed,4,1,8,3.9,67.8,763.73,7,109.1,0.442,,2,No,Online,84,Yes
CUST10027,43,Male,South,45894.21,4.7,No,Unsubscribed,5,1,8,3.5,73.4,479.02,15,31.93,0.622,7.4,4,Yes,Online,80,Yes
CUST10230,29,Male,West,,1.4,Yes,Unsubscribed,5,0,9,3.5,18.3,1136.75,8,142.09,0.305,5.2,1,No,Online,22,Yes
CUST10390,27,Female,East,52853.42,8,Yes,Ignored,7,3,7,4.2,58.5,940.71,12,78.39,0.185,7.6,1,No,Online,46,Yes
CUST10653,25,Male,North,25666.09,2.7,Yes,Ignored,1,0,9,1.8,89.2,955.02,5,191,0.359,7.3,0,No,Online,21,No
CUST10627,36,FEMALE,West,53996.41,13.4,No,Ignored,4,3,6,1.5,16.8,920.45,10,92.04,0.161,6.6,4,Yes,Online,26,No
CUST11052,44,Female,South,77226.22,2.8,Yes,Responded,3,1,7,,67.1,868.38,8,108.55,0.475,6.2,2,Yes,Online,31,No
CUST10074,18,Female,East,66080.59,3,No,Unsubscribed,3,2,8,22.6,39.9,1593.4,13,122.57,0.136,4.3,2,No,Mobile App,55,Yes
CUST10046,32,Female,South,34763.08,6.8,Yes,Ignored,9,2,6,2.3,,981.78,14,70.13,0.447,8.4,0,No,Online,4,No
CUST10196,27,Male,West,85364.72,2.7,No,Ignored,7,4,5,3.9,2.5,488.48,11,44.41,0.508,6.3,3,No,Online,108,Yes
CUST10522,30,Female,South,68453.64,2.9,Yes,Ignored,11,1,9,1.1,25.5,1350.45,6,225.08,0.256,4.9,1,No,Online,34,No
CUST10675,29,MALE,North,,2.4,No,Ignored,5,2,14,1.2,,1706.54,14,121.9,0.516,8.7,0,No,In-Store,19,No
CUST10126,26,Female,West,108180.31,2.2,Yes,Ignored,5,0,8,2.9,19.3,875.43,12,72.95,0.229,7.3,2,Yes,Online,12,Yes
CUST10822,66,Female,South,32412.47,0.4,Yes,Ignored,6,0,9,11.7,82.5,1176.7,9,130.74,0.159,8.6,1,No,Online,28,No
CUST10407,36,Female,East,96764.82,,No,Ignored,3,1,8,12,78.3,864.57,5,172.91,0.049,6.7,1,Yes,Online,85,Yes
CUST10064,48,Female,West,86386.07,9.5,Yes,Ignored,7,2,6,3,33,2091.93,9,232.44,0.155,9.8,1,Yes,Online,7,No
CUST10638,23,Female,South,48772.13,6.3,Yes,Responded,8,1,3,2.4,91.6,1658.35,8,207.29,0.293,7.7,2,Yes,Online,23,No
CUST10938,41,Female,Central,,0.7,Yes,Responded,9,4,9,0.1,17.3,1051.69,10,105.17,0.273,7.6,2,No,Mobile App,33,No
CUST10676,25,Male,West,40876.56,2.5,Yes,Responded,2,1,10,12.2,34.3,566.81,9,62.98,0.571,8,3,No,In-Store,56,No
CUST10916,45,Female,East,76875.86,,Yes,Unsubscribed,7,1,7,0.7,87.5,945.61,10,94.56,0.349,4.7,2,No,Online,35,Yes
CUST10372,55,Female,South,42906.16,5.4,No,Responded,4,1,6,2.6,73.7,868.15,3,289.38,0.136,5.9,1,Yes,Online,4,Yes
CUST10602,48,Male,North,62556.77,1.4,Yes,Ignored,6,1,12,1.2,95.6,1614.72,13,124.21,0.468,5.1,1,No,Online,23,No
CUST11010,54,Male,South,28764.79,0.3,Yes,Responded,2,0,6,1.2,95.2,763.4,9,84.82,0.145,7.6,1,Yes,In-Store,66,Yes
CUST10558,43,Female,South,41678.78,6.9,Yes,Ignored,5,1,2,0.4,17.4,1079.8,7,154.26,0.095,,2,Yes,Online,2,No
CUST10864,31,Female,South,23462.79,0.9,Yes,Responded,4,1,6,0.6,64.8,928.52,10,92.85,0.228,5.9,1,No,In-Store,109,Yes
CUST10062,25,Female,South,32574.59,2.2,No,Responded,5,2,6,5.1,47.8,1352.24,6,225.37,0.525,7.8,3,No,Online,1,Yes
CUST10218,32,Female,West,37804.86,,No,Ignored,9,3,4,8.6,64.1,968.48,7,138.35,0.13,2.7,2,Yes,Online,30,No
CUST10699,36,Female,West,60172.78,3,No,Ignored,6,1,5,1.1,88.9,972.32,7,138.9,0.228,5,1,Yes,Online,118,Yes
CUST10317,34,Female,South,80702.05,1.3,Yes,Unsubscribed,6,3,14,,58.4,905.87,9,100.65,0.249,5.8,1,Yes,In-Store,42,Yes
CUST10832,26,Female,East,69664.5,2.7,No,Responded,8,5,6,4,84,1020.63,17,60.04,0.375,7.7,1,No,Online,23,No
CUST10275,44,Female,South,58937.01,0.2,Yes,Ignored,4,1,7,4.4,67.9,964.84,7,137.83,0.221,7,1,Yes,Online,30,No
CUST10730,40,Female,East,47626.57,4.1,Yes,Ignored,8,0,9,1.7,21,1277.25,7,182.46,0.318,5.4,4,No,Online,181,Yes
CUST10805,34,Female,East,42471.6,2.5,Yes,Responded,5,2,11,0.5,84.5,2477.8,7,353.97,0.386,7.3,0,Yes,In-Store,1,No
CUST10912,41,OTHER,East,46100.69,3.9,Yes,Ignored,7,1,9,3.4,52,1015.29,12,84.61,0.305,6.2,1,No,Mobile App,37,No
CUST10853,52,Male,East,49799.22,2.5,No,Unsubscribed,6,5,10,5.2,23.9,1504.08,5,300.82,0.416,5,1,No,In-Store,56,Yes
CUST10881,32,Female,East,34003.74,4.3,Yes,Ignored,6,2,8,6.9,97.3,312.53,10,31.25,0.479,5.5,1,No,Online,3,No
CUST10693,45,Male,East,21889.81,2.1,No,Responded,6,1,9,5.8,42.4,1205.83,7,172.26,,4.2,1,No,Mobile App,7,No
CUST10235,46,Female,West,64515.84,3.6,Yes,Ignored,4,1,9,5.6,21.1,804.79,7,114.97,0.299,5.7,0,No,In-Store,2,No
CUST10679,53,Female,East,123212.6,2.2,Yes,Ignored,6,2,7,0.5,92.9,647.42,10,64.74,0.132,9.5,1,No,Online,64,Yes
CUST10576,41,Other,West,44513.4,1.2,Yes,Ignored,3,1,9,2.8,76.7,688.12,7,98.3,0.223,5.7,3,No,Online,78,No
CUST10828,33,Male,North,83987.16,0.3,No,Ignored,4,1,4,0.7,80.9,778.72,4,194.68,0.131,5.8,1,No,Online,11,No
CUST11171,41,Male,West,32436.41,7.1,Yes,Responded,5,2,11,12.4,62.8,902.44,4,225.61,0.217,5.4,0,Yes,Mobile App,12,No
CUST10100,21,Female,East,34891.69,7.5,Yes,Responded,3,1,6,,24.7,1321.71,10,132.17,0.11,8.9,1,Yes,Online,16,No
CUST10647,37,Male,Central,91751.87,15.9,Yes,Ignored,8,2,3,0.8,93.1,569.6,5,113.92,0.454,9.1,3,No,In-Store,6,No
CUST10182,25,Male,East,44508.17,0.9,Yes,Responded,4,1,8,1.3,36.5,1000.69,8,125.09,0.642,9,0,Yes,In-Store,33,No
CUST10996,60,Male,North,33365.77,1.5,Yes,Responded,1,0,8,0.6,51.3,763.85,12,63.65,,7.4,2,Yes,Online,10,No
CUST11095,37,Female,South,87418.56,4.4,Yes,Ignored,6,1,11,0.4,58,2273.71,8,284.21,0.155,7.5,0,No,Online,26,No
CUST10847,67,Male,East,9333.3,6,No,Unsubscribed,8,2,11,10.5,30.8,874.42,5,174.88,,5.5,2,No,Mobile App,32,Yes
CUST10896,36,Male,West,48493.56,2.4,Yes,Ignored,6,0,8,7.2,90.5,993.05,5,198.61,0.398,5,2,Yes,Online,39,No
CUST10720,42,Male,West,47388.44,1.2,Yes,Ignored,4,1,12,,61.9,988.33,13,76.03,0.102,4,1,Yes,Mobile App,62,Yes
CUST10489,49,Male,Central,110317.12,2.2,Yes,Ignored,6,1,11,2.3,33.6,1771.64,10,177.16,,6.2,1,Yes,In-Store,25,Yes
CUST10138,48,Female,East,60735.35,4.7,No,Ignored,8,3,9,0.1,3.6,1394.69,10,139.47,0.619,6.8,0,Yes,In-Store,15,No
CUST10855,31,Male,South,76286.18,4.6,Yes,Ignored,2,1,5,5.6,5,1636.41,11,148.76,0.469,5.5,3,Yes,Online,30,No
CUST10872,21,Male,West,39753.77,0.7,Yes,Unsubscribed,7,1,8,7.9,5.1,1758.28,8,219.78,0.167,7.5,1,No,Online,0,No
CUST10520,18,Male,East,61204.27,2.4,Yes,Ignored,11,4,7,3.2,31.1,925.9,10,92.59,0.254,6.7,0,No,Online,29,No
CUST10527,39,Female,West,30482.64,2.7,No,Ignored,8,1,6,6.4,6.8,1207.56,9,134.17,0.197,1.9,1,Yes,Mobile App,20,Yes
CUST10579,52,Male,East,45513.72,7,No,Ignored,4,1,8,0.7,20,957.04,14,68.36,0.177,7.4,4,No,In-Store,11,No
CUST11098,49,Other,Central,84627.92,1.2,Yes,Ignored,13,3,8,10,69,307.27,11,27.93,0.318,,0,No,Online,76,Yes
CUST10572,42,Female,East,62553.22,6,Yes,Ignored,4,2,5,1.9,59.3,607.85,7,86.84,0.017,5.6,0,No,In-Store,135,No
CUST10040,47,Male,Central,138414.7,3.8,Yes,Responded,13,6,7,2.7,23.9,1892.92,8,236.62,0.176,4,1,Yes,Online,61,Yes
CUST10961,54,Female,Central,37589.42,4.9,Yes,Ignored,5,3,5,3.2,35.6,232.4,13,17.88,0.371,8.7,1,Yes,In-Store,57,No
CUST10871,28,Male,North,103444.26,1.8,Yes,Ignored,3,1,6,0,92.4,1251.75,12,104.31,0.31,6,1,Yes,In-Store,28,No
CUST10072,38,Male,Central,73138.76,0.7,Yes,Ignored,5,2,9,8,96.5,1047.8,11,95.25,0.184,6.9,2,No,In-Store,10,No
CUST10692,25,Female,South,56844.29,4.3,Yes,Unsubscribed,8,1,9,1.6,56.7,963.25,12,80.27,0.44,5.8,1,Yes,Online,5,No
CUST10472,20,Other,East,96562.7,10.2,No,Responded,5,1,6,0.6,54.4,1498.32,8,187.29,0.195,4.2,3,No,In-Store,78,Yes
CUST10975,18,Male,North,,1.1,No,Ignored,1,0,10,7.7,75.6,2331.67,11,211.97,0.174,7.8,1,Yes,Mobile App,30,Yes
CUST10084,28,Female,North,82097.09,1.3,Yes,Responded,4,2,8,3.8,34.5,548.99,14,39.21,0.321,4.5,2,Yes,Online,64,No
CUST10032,38,Male,North,85278.8,3,Yes,Ignored,6,3,6,0.4,79.5,1151.17,9,127.91,0.278,7.5,2,No,Online,42,No
CUST10308,45,Female,East,54339.76,4.8,Yes,Ignored,4,1,10,0.2,15.9,833.91,8,104.24,0.218,5.6,1,No,Online,9,Yes
CUST10866,41,Female,South,32859.83,6.4,Yes,Ignored,3,1,4,1.1,81,675.63,4,168.91,0.132,7.1,1,Yes,In-Store,2,No
CUST10474,58,Female,North,58277.66,5.2,Yes,Ignored,2,0,7,6.9,46.5,483.72,13,37.21,0.282,5.5,1,No,Online,52,No
CUST11181,55,Female,North,84683.82,0,Yes,Responded,8,4,16,7.9,99,1284.65,9,142.74,0.161,4.8,2,No,Online,148,No
CUST10191,48,Male,North,28004.05,3.5,Yes,Responded,3,1,5,6.4,14.6,676.3,7,96.61,,8.3,1,Yes,Online,34,No
CUST11016,30,Male,East,56081.64,0.3,No,Responded,3,1,8,2.4,91.9,1644.11,12,137.01,0.469,5.1,4,Yes,Online,35,Yes
CUST11075,32,Female,South,22589.38,1.3,No,Ignored,9,5,5,1.2,37.4,478.92,10,47.89,0.14,7.9,0,No,Online,69,No
CUST10994,26,Female,West,75254.63,5.3,No,Ignored,2,0,5,13.2,39,500.3,8,62.54,0.246,5.7,1,Yes,Online,71,No
CUST10277,31,Female,South,77284.32,5,Yes,Unsubscribed,7,3,11,3.6,93.3,714.16,4,178.54,0.365,4.2,0,Yes,Online,27,Yes
CUST10494,56,Female,East,41207.13,3.5,Yes,Ignored,5,1,7,5.6,42,698.47,10,69.85,0.55,7.7,0,No,In-Store,90,No
CUST10991,18,Female,East,29966.22,3.6,No,Ignored,7,1,6,,87.7,1374.91,12,114.58,0.121,5.3,1,No,Online,136,Yes
CUST10412,20,Male,South,51086.08,1.4,Yes,Responded,1,0,13,5.2,20.5,830.71,10,83.07,0.324,5.8,1,Yes,Online,15,Yes
CUST10070,42,Female,North,68236.68,1,Yes,Ignored,6,3,8,1.9,18.5,1030.53,11,93.68,0.093,6.1,0,No,Mobile App,11,No
CUST10580,42,Female,North,79201.63,0.6,Yes,Ignored,4,2,4,1.3,75.7,1729.96,6,288.33,0.157,6,2,No,In-Store,20,Yes
CUST10942,46,Male,West,45815.53,1.3,Yes,Unsubscribed,6,1,8,0.8,86.4,408.29,5,81.66,0.287,8.1,1,Yes,In-Store,93,Yes
